Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,CAT,Sabre-Tooth Cat,Sabre-Tooth Cat,14,,8,8,2 claws/1 bite,1d6/1d6/2d8,50',Wild/Lair 1d4,F8,10,,875,Rulebook,"Sabre-Tooth Cat (AC 14, HD 8, #At 2 claws/1 bite, Dam 1d6/1d6/2d8, Mv 50', Sv F8, Ml 10)","Sabre-Tooth Cat: AC 14, HD 8, #At 2 claws/1 bite, Dam 1d6/1d6/2d8, Mv 50', Sv F8, Ml 10","Sabre-Tooth Cat (AC 14, HD 8, #At 2 claws/1 bite, Dam 1d6/1d6/2d8, Mv 50', Sv F8, Ml 10)","Sabre-Tooth Cat: AC 14, HD 8, #At 2 claws/1 bite, Dam 1d6/1d6/2d8, Mv 50', Sv F8, Ml 10","Sabre-Tooth Cat: AC 14, HD 8, #At 2 claws/1 bite, Dam 1d6/1d6/2d8, Mv 50', Sv F8, Ml 10, XP 875, #Ap Wild/Lair 1d4"
9,ELEMENTAL BEING,Flame Salamander*,"Salamander*, Flame",19 ‡,,8*,8,2 claws/1 bite+heat,1d4/1d4/1d8+1d8/round,40',1d4+1 Wild/Lair 2d4,F8,8,F ,945 ,Rulebook,"Flame Salamander* (AC 19 ‡, HD 8*, #At 2 claws/1 bite+heat, Dam 1d4/1d4/1d8+1d8/round, Mv 40', Sv F8, Ml 8)","Flame Salamander*: AC 19 ‡, HD 8*, #At 2 claws/1 bite+heat, Dam 1d4/1d4/1d8+1d8/round, Mv 40', Sv F8, Ml 8","Flame Salamander* (AC 19 ‡, HD 8*, #At 2 claws/1 bite+heat, Dam 1d4/1d4/1d8+1d8/round, Mv 40', Sv F8, Ml 8)","Flame Salamander*: AC 19 ‡, HD 8*, #At 2 claws/1 bite+heat, Dam 1d4/1d4/1d8+1d8/round, Mv 40', Sv F8, Ml 8","Salamander*, Flame: AC 19 ‡, HD 8*, #At 2 claws/1 bite+heat, Dam 1d4/1d4/1d8+1d8/round, Mv 40', Sv F8, Ml 8, XP 945 , #Ap 1d4+1 Wild/Lair 2d4"
9,ELEMENTAL BEING,Frost Salamander*,"Salamander*, Frost",21 ‡,,12* (+10),12,4 claws/1 bite+cold,1d6/1d6/1d6/1d6/2d6+1d8/round,40',1d3 Wild/Lair 1d3,F12,9,E,"1,975",Rulebook,"Frost Salamander* (AC 21 ‡, HD 12* (+10), #At 4 claws/1 bite+cold, Dam 1d6/1d6/1d6/1d6/2d6+1d8/round, Mv 40', Sv F12, Ml 9)","Frost Salamander*: AC 21 ‡, HD 12* (+10), #At 4 claws/1 bite+cold, Dam 1d6/1d6/1d6/1d6/2d6+1d8/round, Mv 40', Sv F12, Ml 9","Frost Salamander* (AC 21 ‡, HD 12* (+10), #At 4 claws/1 bite+cold, Dam 1d6/1d6/1d6/1d6/2d6+1d8/round, Mv 40', Sv F12, Ml 9)","Frost Salamander*: AC 21 ‡, HD 12* (+10), #At 4 claws/1 bite+cold, Dam 1d6/1d6/1d6/1d6/2d6+1d8/round, Mv 40', Sv F12, Ml 9","Salamander*, Frost: AC 21 ‡, HD 12* (+10), #At 4 claws/1 bite+cold, Dam 1d6/1d6/1d6/1d6/2d6+1d8/round, Mv 40', Sv F12, Ml 9, XP 1,975, #Ap 1d3 Wild/Lair 1d3"
9,INSECT,Giant Scorpion,"Scorpion, Giant",15,,4*,4,2 claws/1 stinger,1d10/1d10/1d6 + poison,50' (10'),1d6,F2,11,,280,Rulebook,"Giant Scorpion (AC 15, HD 4*, #At 2 claws/1 stinger, Dam 1d10/1d10/1d6 + poison, Mv 50' (10'), Sv F2, Ml 11)","Giant Scorpion: AC 15, HD 4*, #At 2 claws/1 stinger, Dam 1d10/1d10/1d6 + poison, Mv 50' (10'), Sv F2, Ml 11","Giant Scorpion (AC 15, HD 4*, #At 2 claws/1 stinger, Dam 1d10/1d10/1d6 + poison, Mv 50' (10'), Sv F2, Ml 11)","Giant Scorpion: AC 15, HD 4*, #At 2 claws/1 stinger, Dam 1d10/1d10/1d6 + poison, Mv 50' (10'), Sv F2, Ml 11","Scorpion, Giant: AC 15, HD 4*, #At 2 claws/1 stinger, Dam 1d10/1d10/1d6 + poison, Mv 50' (10'), Sv F2, Ml 11, XP 280, #Ap 1d6"
9,AQUATIC,Sea Serpent,Sea Serpent,17,,6,6,1 bite,2d6,Swim 50' (10'),Wild 2d6,F6,8,,500,Rulebook,"Sea Serpent (AC 17, HD 6, #At 1 bite, Dam 2d6, Mv Swim 50' (10'), Sv F6, Ml 8)","Sea Serpent: AC 17, HD 6, #At 1 bite, Dam 2d6, Mv Swim 50' (10'), Sv F6, Ml 8","Sea Serpent (AC 17, HD 6, #At 1 bite, Dam 2d6, Mv Swim 50' (10'), Sv F6, Ml 8)","Sea Serpent: AC 17, HD 6, #At 1 bite, Dam 2d6, Mv Swim 50' (10'), Sv F6, Ml 8","Sea Serpent: AC 17, HD 6, #At 1 bite, Dam 2d6, Mv Swim 50' (10'), Sv F6, Ml 8, XP 500, #Ap Wild 2d6"
9,FANTASTIC,Shadow*,Shadow*,13 ‡,,2*,2,1 touch,1d4 + 1 point Strength loss,30',1d10 Wild/Lair 1d10,F2,12,F,100,Rulebook,"Shadow* (AC 13 ‡, HD 2*, #At 1 touch, Dam 1d4 + 1 point Strength loss, Mv 30', Sv F2, Ml 12)","Shadow*: AC 13 ‡, HD 2*, #At 1 touch, Dam 1d4 + 1 point Strength loss, Mv 30', Sv F2, Ml 12","Shadow* (AC 13 ‡, HD 2*, #At 1 touch, Dam 1d4 + 1 point Strength loss, Mv 30', Sv F2, Ml 12)","Shadow*: AC 13 ‡, HD 2*, #At 1 touch, Dam 1d4 + 1 point Strength loss, Mv 30', Sv F2, Ml 12","Shadow*: AC 13 ‡, HD 2*, #At 1 touch, Dam 1d4 + 1 point Strength loss, Mv 30', Sv F2, Ml 12, XP 100, #Ap 1d10 Wild/Lair 1d10"
9,AQUATIC,Bull Shark,"Shark, Bull",13,,2,2,1 bite,2d4,Swim 60' (10'),Wild 3d6,F2,7,,75,Rulebook,"Bull Shark (AC 13, HD 2, #At 1 bite, Dam 2d4, Mv Swim 60' (10'), Sv F2, Ml 7)","Bull Shark: AC 13, HD 2, #At 1 bite, Dam 2d4, Mv Swim 60' (10'), Sv F2, Ml 7","Bull Shark (AC 13, HD 2, #At 1 bite, Dam 2d4, Mv Swim 60' (10'), Sv F2, Ml 7)","Bull Shark: AC 13, HD 2, #At 1 bite, Dam 2d4, Mv Swim 60' (10'), Sv F2, Ml 7","Shark, Bull: AC 13, HD 2, #At 1 bite, Dam 2d4, Mv Swim 60' (10'), Sv F2, Ml 7, XP 75, #Ap Wild 3d6"
9,AQUATIC,Great White Shark,"Shark, Great White",19,,8,8,1 bite,2d10,Swim 60' (10'),Wild 1d4,F8,8,,875,Rulebook,"Great White Shark (AC 19, HD 8, #At 1 bite, Dam 2d10, Mv Swim 60' (10'), Sv F8, Ml 8)","Great White Shark: AC 19, HD 8, #At 1 bite, Dam 2d10, Mv Swim 60' (10'), Sv F8, Ml 8","Great White Shark (AC 19, HD 8, #At 1 bite, Dam 2d10, Mv Swim 60' (10'), Sv F8, Ml 8)","Great White Shark: AC 19, HD 8, #At 1 bite, Dam 2d10, Mv Swim 60' (10'), Sv F8, Ml 8","Shark, Great White: AC 19, HD 8, #At 1 bite, Dam 2d10, Mv Swim 60' (10'), Sv F8, Ml 8, XP 875, #Ap Wild 1d4"
9,AQUATIC,Mako Shark,"Shark, Mako",15,,4,4,1 bite,2d6,Swim 80',Wild 2d6,F4,7,,240,Rulebook,"Mako Shark (AC 15, HD 4, #At 1 bite, Dam 2d6, Mv Swim 80', Sv F4, Ml 7)","Mako Shark: AC 15, HD 4, #At 1 bite, Dam 2d6, Mv Swim 80', Sv F4, Ml 7","Mako Shark (AC 15, HD 4, #At 1 bite, Dam 2d6, Mv Swim 80', Sv F4, Ml 7)","Mako Shark: AC 15, HD 4, #At 1 bite, Dam 2d6, Mv Swim 80', Sv F4, Ml 7","Shark, Mako: AC 15, HD 4, #At 1 bite, Dam 2d6, Mv Swim 80', Sv F4, Ml 7, XP 240, #Ap Wild 2d6"
9,ANIMAL,Giant Shrew,"Shrew, Giant",16,,1*,1,2 bites,1d6/1d6,60',1d4 Wild/Lair 1d8,F2,10,,37,Rulebook,"Giant Shrew (AC 16, HD 1*, #At 2 bites, Dam 1d6/1d6, Mv 60', Sv F2, Ml 10)","Giant Shrew: AC 16, HD 1*, #At 2 bites, Dam 1d6/1d6, Mv 60', Sv F2, Ml 10","Giant Shrew (AC 16, HD 1*, #At 2 bites, Dam 1d6/1d6, Mv 60', Sv F2, Ml 10)","Giant Shrew: AC 16, HD 1*, #At 2 bites, Dam 1d6/1d6, Mv 60', Sv F2, Ml 10","Shrew, Giant: AC 16, HD 1*, #At 2 bites, Dam 1d6/1d6, Mv 60', Sv F2, Ml 10, XP 37, #Ap 1d4 Wild/Lair 1d8"
9,SIMPLE LIFE,Shrieker,Shrieker,13,"Screams for 1d3 rounds if attacked or approached too close (10') attracting wandering monsters, nearby monsters, etc.",3,3,Special,,5',1d8,F1,12,,145,Rulebook,"Shrieker (AC 13, HD 3, #At Special, Dam None, Mv 5', Sv F1, Ml 12)","Shrieker: AC 13, HD 3, #At Special, Dam None, Mv 5', Sv F1, Ml 12","Shrieker (AC 13, HD 3, #At Special, Dam None, Mv 5', Sv F1, Ml 12)","Shrieker: AC 13, HD 3, #At Special, Dam None, Mv 5', Sv F1, Ml 12","Shrieker: AC 13, HD 3, #At Special, Dam None, Mv 5', Sv F1, Ml 12, XP 145, #Ap 1d8"
9,UNDEAD,Skeleton,Skeleton,13,½ damage from edged attacks; 1 point from missiles,1,1,1,1d6 or by weapon,40',3-12 (3-30),F1,12,,25,Rulebook,"Skeleton (AC 13, HD 1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1, Ml 12)","Skeleton: AC 13, HD 1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1, Ml 12","Skeleton (AC 13, HD 1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1, Ml 12)","Skeleton: AC 13, HD 1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1, Ml 12","Skeleton: AC 13, HD 1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1, Ml 12, XP 25, #Ap 3-12 (3-30)"
9,SNAKE,Giant Rattlesnake,"Snake, Giant Rattlesnake",15,,2*,2,1 bite,1d8 + poison,40',1d2 Wild/Lair 1d2,F2,8,,100,Rulebook,"Giant Rattlesnake (AC 15, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 8)","Giant Rattlesnake: AC 15, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 8","Giant Rattlesnake (AC 15, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 8)","Giant Rattlesnake: AC 15, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 8","Snake, Giant Rattlesnake: AC 15, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 8, XP 100, #Ap 1d2 Wild/Lair 1d2"
9,SNAKE,Pit Viper,"Snake, Pit Viper",14,,1*,1,1 bite,1d4 + poison,30',1d4 Wild/Lair 1d4,F1,7,,37,Rulebook,"Pit Viper (AC 14, HD 1*, #At 1 bite, Dam 1d4 + poison, Mv 30', Sv F1, Ml 7)","Pit Viper: AC 14, HD 1*, #At 1 bite, Dam 1d4 + poison, Mv 30', Sv F1, Ml 7","Pit Viper (AC 14, HD 1*, #At 1 bite, Dam 1d4 + poison, Mv 30', Sv F1, Ml 7)","Pit Viper: AC 14, HD 1*, #At 1 bite, Dam 1d4 + poison, Mv 30', Sv F1, Ml 7","Snake, Pit Viper: AC 14, HD 1*, #At 1 bite, Dam 1d4 + poison, Mv 30', Sv F1, Ml 7, XP 37, #Ap 1d4 Wild/Lair 1d4"
9,SNAKE,Python Snake,"Snake, Python",14,,5*,5,1 bite/1 constrict,1d4/2d4,30',1d3 Wild/Lair 1d3,F5,8,,405,Rulebook,"Python Snake (AC 14, HD 5*, #At 1 bite/1 constrict, Dam 1d4/2d4, Mv 30', Sv F5, Ml 8)","Python Snake: AC 14, HD 5*, #At 1 bite/1 constrict, Dam 1d4/2d4, Mv 30', Sv F5, Ml 8","Python Snake (AC 14, HD 5*, #At 1 bite/1 constrict, Dam 1d4/2d4, Mv 30', Sv F5, Ml 8)","Python Snake: AC 14, HD 5*, #At 1 bite/1 constrict, Dam 1d4/2d4, Mv 30', Sv F5, Ml 8","Snake, Python: AC 14, HD 5*, #At 1 bite/1 constrict, Dam 1d4/2d4, Mv 30', Sv F5, Ml 8, XP 405, #Ap 1d3 Wild/Lair 1d3"
9,SNAKE,Sea Snake,"Snake, Sea Snake",14,,3*,3,1 bite,1 + poison,10' Swim 30',Wild 1d8,F3,7,,175,Rulebook,"Sea Snake (AC 14, HD 3*, #At 1 bite, Dam 1 + poison, Mv 10' Swim 30', Sv F3, Ml 7)","Sea Snake: AC 14, HD 3*, #At 1 bite, Dam 1 + poison, Mv 10' Swim 30', Sv F3, Ml 7","Sea Snake (AC 14, HD 3*, #At 1 bite, Dam 1 + poison, Mv 10' Swim 30', Sv F3, Ml 7)","Sea Snake: AC 14, HD 3*, #At 1 bite, Dam 1 + poison, Mv 10' Swim 30', Sv F3, Ml 7","Snake, Sea Snake: AC 14, HD 3*, #At 1 bite, Dam 1 + poison, Mv 10' Swim 30', Sv F3, Ml 7, XP 175, #Ap Wild 1d8"
9,SNAKE,Spitting Cobra Snake,"Snake, Spitting Cobra",13,,1*,01*,1 bite or 1 spit,1d4 + poison or blindness,30',1d6 Wild/Lair 1d6,F1,7,,37,Rulebook,"Spitting Cobra Snake (AC 13, HD 1*, #At 1 bite or 1 spit, Dam 1d4 + poison or blindness, Mv 30', Sv F1, Ml 7)","Spitting Cobra Snake: AC 13, HD 1*, #At 1 bite or 1 spit, Dam 1d4 + poison or blindness, Mv 30', Sv F1, Ml 7","Spitting Cobra Snake (AC 13, HD 1*, #At 1 bite or 1 spit, Dam 1d4 + poison or blindness, Mv 30', Sv F1, Ml 7)","Spitting Cobra Snake: AC 13, HD 1*, #At 1 bite or 1 spit, Dam 1d4 + poison or blindness, Mv 30', Sv F1, Ml 7","Snake, Spitting Cobra: AC 13, HD 1*, #At 1 bite or 1 spit, Dam 1d4 + poison or blindness, Mv 30', Sv F1, Ml 7, XP 37, #Ap 1d6 Wild/Lair 1d6"
9,UNDEAD,Spectre*,Spectre*,17 ‡,,6**,6,1 touch,Energy drain 2 levels/touch,Fly 100',1d4 Lair 1d8,F6,11,E,610,Rulebook,"Spectre* (AC 17 ‡, HD 6**, #At 1 touch, Dam Energy drain 2 levels/touch, Mv Fly 100', Sv F6, Ml 11)","Spectre*: AC 17 ‡, HD 6**, #At 1 touch, Dam Energy drain 2 levels/touch, Mv Fly 100', Sv F6, Ml 11","Spectre* (AC 17 ‡, HD 6**, #At 1 touch, Dam Energy drain 2 levels/touch, Mv Fly 100', Sv F6, Ml 11)","Spectre*: AC 17 ‡, HD 6**, #At 1 touch, Dam Energy drain 2 levels/touch, Mv Fly 100', Sv F6, Ml 11","Spectre*: AC 17 ‡, HD 6**, #At 1 touch, Dam Energy drain 2 levels/touch, Mv Fly 100', Sv F6, Ml 11, XP 610, #Ap 1d4 Lair 1d8"
9,SPIDER LIKE,Giant Black Widow Spider,"Spider, Giant Black Widow",14,,3*,3,1 bite,2d6 + poison,20' Web 40',1d3 Wild/Lair 1d3,F3,8,,175,Rulebook,"Giant Black Widow Spider (AC 14, HD 3*, #At 1 bite, Dam 2d6 + poison, Mv 20' Web 40', Sv F3, Ml 8)","Giant Black Widow Spider: AC 14, HD 3*, #At 1 bite, Dam 2d6 + poison, Mv 20' Web 40', Sv F3, Ml 8","Giant Black Widow Spider (AC 14, HD 3*, #At 1 bite, Dam 2d6 + poison, Mv 20' Web 40', Sv F3, Ml 8)","Giant Black Widow Spider: AC 14, HD 3*, #At 1 bite, Dam 2d6 + poison, Mv 20' Web 40', Sv F3, Ml 8","Spider, Giant Black Widow: AC 14, HD 3*, #At 1 bite, Dam 2d6 + poison, Mv 20' Web 40', Sv F3, Ml 8, XP 175, #Ap 1d3 Wild/Lair 1d3"
9,SPIDER LIKE,Giant Crab Spider,"Spider, Giant Crab",13,,2*,2,1 bite,1d8 + poison,40',1d4 Wild/Lair 1d4,F2,7,,100,Rulebook,"Giant Crab Spider (AC 13, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 7)","Giant Crab Spider: AC 13, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 7","Giant Crab Spider (AC 13, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 7)","Giant Crab Spider: AC 13, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 7","Spider, Giant Crab: AC 13, HD 2*, #At 1 bite, Dam 1d8 + poison, Mv 40', Sv F2, Ml 7, XP 100, #Ap 1d4 Wild/Lair 1d4"
9,SPIDER LIKE,Giant Tarantula Spider,"Spider, Giant Tarantula",15,,4*,4,1 bite,1d8 + poison,50',1d3 Wild/Lair 1d3,F4,8,,280,Rulebook,"Giant Tarantula Spider (AC 15, HD 4*, #At 1 bite, Dam 1d8 + poison, Mv 50', Sv F4, Ml 8)","Giant Tarantula Spider: AC 15, HD 4*, #At 1 bite, Dam 1d8 + poison, Mv 50', Sv F4, Ml 8","Giant Tarantula Spider (AC 15, HD 4*, #At 1 bite, Dam 1d8 + poison, Mv 50', Sv F4, Ml 8)","Giant Tarantula Spider: AC 15, HD 4*, #At 1 bite, Dam 1d8 + poison, Mv 50', Sv F4, Ml 8","Spider, Giant Tarantula: AC 15, HD 4*, #At 1 bite, Dam 1d8 + poison, Mv 50', Sv F4, Ml 8, XP 280, #Ap 1d3 Wild/Lair 1d3"
9,FAIRY KIND,Sprite,Sprite,15,,1d4 HP,0,1 dagger or 1 spell,1d4 or by spell,20' Fly 60',3d6 Wild 3d6 Lair 5d8,MU4 (+ Elf),7,S,13,Rulebook,"Sprite (AC 15, HD 1d4 HP, #At 1 dagger or 1 spell, Dam 1d4 or by spell, Mv 20' Fly 60', Sv MU4 (+ Elf), Ml 7)","Sprite: AC 15, HD 1d4 HP, #At 1 dagger or 1 spell, Dam 1d4 or by spell, Mv 20' Fly 60', Sv MU4 (+ Elf), Ml 7","Sprite (AC 15, HD 1d4 HP, #At 1 dagger or 1 spell, Dam 1d4 or by spell, Mv 20' Fly 60', Sv MU4 (+ Elf), Ml 7)","Sprite: AC 15, HD 1d4 HP, #At 1 dagger or 1 spell, Dam 1d4 or by spell, Mv 20' Fly 60', Sv MU4 (+ Elf), Ml 7","Sprite: AC 15, HD 1d4 HP, #At 1 dagger or 1 spell, Dam 1d4 or by spell, Mv 20' Fly 60', Sv MU4 (+ Elf), Ml 7, XP 13, #Ap 3d6 Wild 3d6 Lair 5d8"
9,AQUATIC,Giant Squid,"Squid, Giant",17,,6,6,8 tentacles/1 bite,8x 1d4/1d10,Swim 40',Wild 1d4,F6,8,,500,Rulebook,"Giant Squid (AC 17, HD 6, #At 8 tentacles/1 bite, Dam 8x 1d4/1d10, Mv Swim 40', Sv F6, Ml 8)","Giant Squid: AC 17, HD 6, #At 8 tentacles/1 bite, Dam 8x 1d4/1d10, Mv Swim 40', Sv F6, Ml 8","Giant Squid (AC 17, HD 6, #At 8 tentacles/1 bite, Dam 8x 1d4/1d10, Mv Swim 40', Sv F6, Ml 8)","Giant Squid: AC 17, HD 6, #At 8 tentacles/1 bite, Dam 8x 1d4/1d10, Mv Swim 40', Sv F6, Ml 8","Squid, Giant: AC 17, HD 6, #At 8 tentacles/1 bite, Dam 8x 1d4/1d10, Mv Swim 40', Sv F6, Ml 8, XP 500, #Ap Wild 1d4"
9,PREHISTORIC,Stegosaurus,Stegosaurus,17,,11 (+9),11,1 tail/1 bite or 1 trample,2d8/1d6 or 2d8,20' (15'),Wild 1d4,F6,7,,"1,575",Rulebook,"Stegosaurus (AC 17, HD 11 (+9), #At 1 tail/1 bite or 1 trample, Dam 2d8/1d6 or 2d8, Mv 20' (15'), Sv F6, Ml 7)","Stegosaurus: AC 17, HD 11 (+9), #At 1 tail/1 bite or 1 trample, Dam 2d8/1d6 or 2d8, Mv 20' (15'), Sv F6, Ml 7","Stegosaurus (AC 17, HD 11 (+9), #At 1 tail/1 bite or 1 trample, Dam 2d8/1d6 or 2d8, Mv 20' (15'), Sv F6, Ml 7)","Stegosaurus: AC 17, HD 11 (+9), #At 1 tail/1 bite or 1 trample, Dam 2d8/1d6 or 2d8, Mv 20' (15'), Sv F6, Ml 7","Stegosaurus: AC 17, HD 11 (+9), #At 1 tail/1 bite or 1 trample, Dam 2d8/1d6 or 2d8, Mv 20' (15'), Sv F6, Ml 7, XP 1,575, #Ap Wild 1d4"
9,FANTASTIC,Stirge,Stirge,13,,1*,1,1 bite,1d4 + 1d4/round blood drain,10' Fly 60',1d10 Wild/Lair 3d12,F1,9,D,37,Rulebook,"Stirge (AC 13, HD 1*, #At 1 bite, Dam 1d4 + 1d4/round blood drain, Mv 10' Fly 60', Sv F1, Ml 9)","Stirge: AC 13, HD 1*, #At 1 bite, Dam 1d4 + 1d4/round blood drain, Mv 10' Fly 60', Sv F1, Ml 9","Stirge (AC 13, HD 1*, #At 1 bite, Dam 1d4 + 1d4/round blood drain, Mv 10' Fly 60', Sv F1, Ml 9)","Stirge: AC 13, HD 1*, #At 1 bite, Dam 1d4 + 1d4/round blood drain, Mv 10' Fly 60', Sv F1, Ml 9","Stirge: AC 13, HD 1*, #At 1 bite, Dam 1d4 + 1d4/round blood drain, Mv 10' Fly 60', Sv F1, Ml 9, XP 37, #Ap 1d10 Wild/Lair 3d12"
9,FANTASTIC,Tentacle Worm,Tentacle Worm,13,,3*,3,6 tentacles,paralysis,40',1d3 Lair 1d3,F3,9,B,175,Rulebook,"Tentacle Worm (AC 13, HD 3*, #At 6 tentacles, Dam paralysis, Mv 40', Sv F3, Ml 9)","Tentacle Worm: AC 13, HD 3*, #At 6 tentacles, Dam paralysis, Mv 40', Sv F3, Ml 9","Tentacle Worm (AC 13, HD 3*, #At 6 tentacles, Dam paralysis, Mv 40', Sv F3, Ml 9)","Tentacle Worm: AC 13, HD 3*, #At 6 tentacles, Dam paralysis, Mv 40', Sv F3, Ml 9","Tentacle Worm: AC 13, HD 3*, #At 6 tentacles, Dam paralysis, Mv 40', Sv F3, Ml 9, XP 175, #Ap 1d3 Lair 1d3"
9,CAT,Tiger,Tiger,14,,6,6,2 claws/1 bite,1d6/1d6/2d6,50',Wild/Lair 1d3,F6,9,,500,Rulebook,"Tiger (AC 14, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 50', Sv F6, Ml 9)","Tiger: AC 14, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 50', Sv F6, Ml 9","Tiger (AC 14, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 50', Sv F6, Ml 9)","Tiger: AC 14, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 50', Sv F6, Ml 9","Tiger: AC 14, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 50', Sv F6, Ml 9, XP 500, #Ap Wild/Lair 1d3"
9,PREHISTORIC,Titanothere,Titanothere,15,,12 (+10),12,1 butt or 1 trample,2d6 or 3d8,40' (10'),Wild 1d6,F8,7,,"1,875",Rulebook,"Titanothere (AC 15, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d6 or 3d8, Mv 40' (10'), Sv F8, Ml 7)","Titanothere: AC 15, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d6 or 3d8, Mv 40' (10'), Sv F8, Ml 7","Titanothere (AC 15, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d6 or 3d8, Mv 40' (10'), Sv F8, Ml 7)","Titanothere: AC 15, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d6 or 3d8, Mv 40' (10'), Sv F8, Ml 7","Titanothere: AC 15, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d6 or 3d8, Mv 40' (10'), Sv F8, Ml 7, XP 1,875, #Ap Wild 1d6"
9,ANIMAL,Giant Toad,"Toad, Giant",13,,2,2,1 tongue or 1 bite,grab or 1d4+1,30' Swim 30',1d4 Wild 1d4,F2,6,,75,Rulebook,"Giant Toad (AC 13, HD 2, #At 1 tongue or 1 bite, Dam grab or 1d4+1, Mv 30' Swim 30', Sv F2, Ml 6)","Giant Toad: AC 13, HD 2, #At 1 tongue or 1 bite, Dam grab or 1d4+1, Mv 30' Swim 30', Sv F2, Ml 6","Giant Toad (AC 13, HD 2, #At 1 tongue or 1 bite, Dam grab or 1d4+1, Mv 30' Swim 30', Sv F2, Ml 6)","Giant Toad: AC 13, HD 2, #At 1 tongue or 1 bite, Dam grab or 1d4+1, Mv 30' Swim 30', Sv F2, Ml 6","Toad, Giant: AC 13, HD 2, #At 1 tongue or 1 bite, Dam grab or 1d4+1, Mv 30' Swim 30', Sv F2, Ml 6, XP 75, #Ap 1d4 Wild 1d4"
9,PLANT,Treant,Treant,19,,8*,8,2 fists,2d6/2d6,20',Wild/Lair 1d8,F8,9,C,945,Rulebook,"Treant (AC 19, HD 8*, #At 2 fists, Dam 2d6/2d6, Mv 20', Sv F8, Ml 9)","Treant: AC 19, HD 8*, #At 2 fists, Dam 2d6/2d6, Mv 20', Sv F8, Ml 9","Treant (AC 19, HD 8*, #At 2 fists, Dam 2d6/2d6, Mv 20', Sv F8, Ml 9)","Treant: AC 19, HD 8*, #At 2 fists, Dam 2d6/2d6, Mv 20', Sv F8, Ml 9","Treant: AC 19, HD 8*, #At 2 fists, Dam 2d6/2d6, Mv 20', Sv F8, Ml 9, XP 945, #Ap Wild/Lair 1d8"
9,PREHISTORIC,Triceratops,Triceratops,19,,11 (+9),11,1 gore or 1 trample,3d6 or 3d6,30' (15'),Wild 1d4,F7,8,,"1,575",Rulebook,"Triceratops (AC 19, HD 11 (+9), #At 1 gore or 1 trample, Dam 3d6 or 3d6, Mv 30' (15'), Sv F7, Ml 8)","Triceratops: AC 19, HD 11 (+9), #At 1 gore or 1 trample, Dam 3d6 or 3d6, Mv 30' (15'), Sv F7, Ml 8","Triceratops (AC 19, HD 11 (+9), #At 1 gore or 1 trample, Dam 3d6 or 3d6, Mv 30' (15'), Sv F7, Ml 8)","Triceratops: AC 19, HD 11 (+9), #At 1 gore or 1 trample, Dam 3d6 or 3d6, Mv 30' (15'), Sv F7, Ml 8","Triceratops: AC 19, HD 11 (+9), #At 1 gore or 1 trample, Dam 3d6 or 3d6, Mv 30' (15'), Sv F7, Ml 8, XP 1,575, #Ap Wild 1d4"
